"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear","minCareer","idk","CC","duration.cent","career.cent","management_shift"
"R_3l6nHVEdBFb0wAn","Vermont","Multi-state network of sites","Lonicera",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.62993153894199,0.777303258476267,1
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Lonicera",20,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.28721198854565,0.777303258476267,0
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Lonicera",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Lonicera",NA,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.777303258476267,0
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Lonicera",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.684629360265329,-0.532023874289486,0
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Lonicera",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899763002752,-0.532023874289486,1
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Lonicera",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.553173270344597,0.777303258476267,1
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Lonicera",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.684629360265329,-0.532023874289486,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Lonicera",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Lonicera",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.947541540106792,0.777303258476267,0
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Lonicera",19,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.15575589862492,0.777303258476267,1
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Lonicera",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_6lGDmKoRK5yHshi","Maine","Single site","Lonicera",23,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.68158025830784,0.777303258476267,1
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Lonicera",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.684629360265329,0.777303258476267,1
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Lonicera",10,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.0273489106616695,-0.532023874289486,1
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Lonicera",18,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.02429980870419,0.777303258476267,1
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Lonicera",25,"At the same time despite changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.94449243814931,0.777303258476267,0
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Lonicera",15,"Starting earlier or ending later for other reasons,At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.62993153894199,0.777303258476267,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Lonicera",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.158805000582401,0.777303258476267,1
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Lonicera",28,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,2.3388607079115,0.777303258476267,1
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Retnoutria",3,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.947541540106792,0.777303258476267,1
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Retnoutria",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0273489106616695,-0.532023874289486,1
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Retnoutria",15,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.62993153894199,0.777303258476267,1
"R_13xaGsGqqLXdwtw","Michigan","Network of sites within one state/province","Retnoutria",14,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.498475449021258,0.777303258476267,1
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Retnoutria",17,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.892843718783453,0.777303258476267,1
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Retnoutria",14,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.498475449021258,0.777303258476267,1
"R_5GB0QBBYaO426fP","Maine","Single site","Retnoutria",4,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.81608545018606,0.777303258476267,0
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Retnoutria",3,"At the same time despite changing phenology","Invasive plant management ","Less than 2 years","State Government",2026,0.1,1,1,-0.947541540106792,-2.46328139511897,0
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Retnoutria",NA,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.777303258476267,0
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Retnoutria",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.553173270344597,0.777303258476267,1
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Retnoutria",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899763002752,-0.532023874289486,1
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Retnoutria",30,"Treatment starting earlier due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,1,2.60177288775297,-1.84135100705524,1
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Retnoutria",1,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-1.21045371994826,-0.532023874289486,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Retnoutria",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Retnoutria",6,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.553173270344597,0.777303258476267,1
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Retnoutria",19,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.15575589862492,0.777303258476267,1
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Retnoutria",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Retnoutria",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0273489106616695,-0.532023874289486,1
"R_6lGDmKoRK5yHshi","Maine","Single site","Retnoutria",23,"At the same time despite changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.68158025830784,0.777303258476267,0
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Retnoutria",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.947541540106792,0.777303258476267,0
"R_7B9gKVBYajQN8hK","Vermont","Single site","Retnoutria",2,"Treatment starting earlier due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-1.07899763002752,0.777303258476267,1
"R_1OfwKlCXtu2ZYoa","Vermont"," Other (please specify)","Retnoutria",5,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026,2,1,1,-0.684629360265329,-1.84135100705524,0
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Retnoutria",15,"At the same time despite changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,0.62993153894199,0.777303258476267,0
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Retnoutria",15,"Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.62993153894199,0.777303258476267,1
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Retnoutria",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.158805000582401,0.777303258476267,1
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Retnoutria",28,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,2.3388607079115,0.777303258476267,1
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Pueria",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Pueria",3,"Treatment ending later due to changing phenology","Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.947541540106792,-0.532023874289486,1
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Pueria",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Pueria",1,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-1.21045371994826,0.777303258476267,1
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Rosa",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.947541540106792,0.777303258476267,0
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Rosa",9,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.158805000582401,-0.532023874289486,0
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Rosa",10,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_5EgSX1WrmV8JNfE","Massachusetts"," Other (please specify)","Rosa",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","2 to 5 years","State Government",2026,2,1,1,-0.684629360265329,-1.84135100705524,1
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Rosa",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Rosa",8,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.290261090503133,0.777303258476267,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Rosa",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_3l6nHVEdBFb0wAn","Vermont","Multi-state network of sites","Rosa",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.62993153894199,0.777303258476267,1
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Rosa",20,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.28721198854565,0.777303258476267,0
"R_5GB0QBBYaO426fP","Maine","Single site","Rosa",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,0
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Rosa",1,"At the same time despite changing phenology","Invasive plant management ","Less than 2 years","State Government",2026,0.1,1,1,-1.21045371994826,-2.46328139511897,0
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Rosa",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Rosa",NA,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.777303258476267,0
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Rosa",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.684629360265329,-0.532023874289486,0
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Rosa",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899763002752,-0.532023874289486,1
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Rosa",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.553173270344597,0.777303258476267,1
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Rosa",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.684629360265329,-0.532023874289486,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Rosa",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Rosa",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.947541540106792,0.777303258476267,0
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Rosa",19,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.15575589862492,0.777303258476267,1
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Rosa",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.684629360265329,0.777303258476267,1
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Rosa",10,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.0273489106616695,-0.532023874289486,1
"R_5f0dgF6wdYD8aPv","Maine","Network of sites within one state/province","Rosa",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Rosa",25,"At the same time despite changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.94449243814931,0.777303258476267,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Rosa",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.158805000582401,0.777303258476267,1
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Rosa",28,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,2.3388607079115,0.777303258476267,1
"R_70UIFBzhIKuqskM","New York","Network of sites within one state/province","Rosa",20,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_5rHa6I5vBes9eDX","Vermont","Network of sites within one state/province","Microstegium",3,"Treatment starting earlier due to changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-0.947541540106792,-1.84135100705524,1
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Microstegium",NA,"At the same time despite changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,NA,0.777303258476267,0
"R_5EsAG4x9K525yff","Pennsylvania","Network of sites within one state/province","Microstegium",NA,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,NA,-0.532023874289486,1
"R_6JCxiOL4bNouMvv","New York","Network of sites within one state/province","Microstegium",NA,"Treatment starting earlier due to changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,NA,-1.84135100705524,1
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Microstegium",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_1nGlxwRGRwMbHVL","Massachusetts","Network of sites within one state/province","Microstegium",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_1D5srXkx8ozWrQm","Maryland","Single site","Microstegium",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-1.07899763002752,-0.532023874289486,1
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Microstegium",2,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,1,-1.07899763002752,-0.532023874289486,1
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Microstegium",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Microstegium",2,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-1.07899763002752,0.777303258476267,0
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Microstegium",6,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.553173270344597,0.777303258476267,1
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Microstegium",1,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-1.21045371994826,-0.532023874289486,1
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Microstegium",5,"At the same time despite changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.684629360265329,0.777303258476267,0
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Microstegium",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Microstegium",12,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.235563269179794,0.777303258476267,1
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Microstegium",2,"Treatment starting earlier due to changing phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026,2,1,1,-1.07899763002752,-1.84135100705524,1
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Elaeagnus",NA,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,NA,0.777303258476267,1
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Elaeagnus",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.947541540106792,0.777303258476267,0
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Elaeagnus",8,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.290261090503133,-0.532023874289486,0
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Elaeagnus",12,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.235563269179794,0.777303258476267,0
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Elaeagnus",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Elaeagnus",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_3l6nHVEdBFb0wAn","Vermont","Multi-state network of sites","Elaeagnus",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.62993153894199,0.777303258476267,1
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Elaeagnus",20,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.28721198854565,0.777303258476267,0
"R_6b7y38YC6VhzhAZ","New Jersey"," Other (please specify)","Elaeagnus",5,"Treatment ending later due to changing phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,1,-0.684629360265329,-0.532023874289486,1
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Elaeagnus",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Elaeagnus",NA,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.777303258476267,0
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Elaeagnus",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.684629360265329,-0.532023874289486,0
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Elaeagnus",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899763002752,-0.532023874289486,1
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Elaeagnus",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.553173270344597,0.777303258476267,1
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Elaeagnus",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Elaeagnus",3,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.947541540106792,0.777303258476267,1
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Elaeagnus",2,"At the same time despite changing phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-1.07899763002752,0.777303258476267,0
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Elaeagnus",5,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.684629360265329,-0.532023874289486,1
"R_7ZJRu0abbATItQu","North Carolina","Network of sites within one state/province","Elaeagnus",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Elaeagnus",12,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.235563269179794,0.777303258476267,1
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Elaeagnus",15,"Starting earlier or ending later for other reasons,At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.62993153894199,0.777303258476267,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Elaeagnus",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.158805000582401,0.777303258476267,1
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Elaeagnus",28,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,2.3388607079115,0.777303258476267,1
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Berberis",NA,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,NA,0.777303258476267,1
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Berberis",5,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.684629360265329,0.777303258476267,0
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Berberis",8,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.290261090503133,-0.532023874289486,0
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Berberis",15,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.62993153894199,0.777303258476267,0
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Berberis",24,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.81303634822858,0.777303258476267,1
