"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear"
"R_123YdmqmEk1Jkot","Vermont","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6jVAdbjxfGf7ZNc","Maryland","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6cjtxoiHCtyfyOA","Pennsylvania","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_3PQOLiHs19fSpEi","Virginia","Network of sites within one state/province","Celastrus",16,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Celastrus",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026
"R_5O3mluByqkoar8r","Massachusetts","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1PALD5SJImcu0vW","New Jersey","Single site","Celastrus",1,"I don't know","Other (I work with invasive plants but not as a manager, researcher, or extension)","Less than 2 years","Academia/University",2026
"R_5qfHk2zmaDiFB9H","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_7xsgqy7R36JZXWN","Maine","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7NE7qkhIcoxGnzW","Massachusetts","Network of sites within one state/province","Celastrus",10,"I don't know","Invasive plant management ","6 to 10 years","State Government",2026
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Celastrus",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Celastrus",4,"Other","Invasive plant management ","6 to 10 years","Other",2026
"R_7O1zEpgPIT3fhG0","Massachusetts"," Other (please specify)","Celastrus",NA,NA,"Invasive plant research/science","10+ years","State Government",2026
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Celastrus",3,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Celastrus",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Celastrus",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Celastrus",19,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026
"R_7VJD9wh9e3dIbhT","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","County Government",2026
"R_3r3onaMYzRWNDnM","Michigan","Network of sites within one state/province","Celastrus",6,NA,"Invasive plant management ","6 to 10 years","County Government",2026
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Celastrus",1,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7eIWAtq2GMEMKZB","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","County Government",2026
"R_5pzvxrP2azfmvYJ","Michigan","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","Other",2026
"R_1SiSMaprnccNWqw","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","Academia/University",2026
"R_159fMUBbmt98DlL","Pennsylvania","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","County Government",2026
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_1CCn7PCFILz7KFm","Vermont","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Celastrus",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_6lGDmKoRK5yHshi","Maine","Single site","Celastrus",20,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Celastrus",5,"At the same time despite changing phenology","Invasive plant management ","10+ years","County Government",2026
"R_3e8YdoUiS4iZyX0","Michigan","Network of sites within one state/province","Celastrus",2,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026
"R_1sgWsf7L6yujFg5","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6k5s99xAPEwJubB","","","Celastrus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Industry/Private Sector",2026
"R_5rPb2zVGsc4pAbH","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7B9gKVBYajQN8hK","Vermont","Single site","Celastrus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1rToJidTCVDG2zt","","","Celastrus",NA,NA,"","","",2026
"R_3v2sceCCfhGq8lq","","","Celastrus",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2026
"R_32gPxxtyQJpSRY3","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_3xWmMycsOGyULC1","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_3QXZGwcQhPlWvgJ","","","Celastrus",NA,NA,"Invasive plant management ","Less than 2 years","Industry/Private Sector",2026
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Celastrus",10,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026
"R_3hWNnsHnfqeyPMg","Nova Scotia"," Other (please specify)","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_3PSIjLonB3jZ76Z","Massachusetts","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1ScfuL7XgzhpxaV","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2026
"R_8R7GRWI3GXEnwBA","","","Celastrus",NA,NA,"Invasive plant management ","Less than 2 years","Other",2026
"R_1LaAlozsBlD295T","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_6lrYkWkKQhouXhn","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_50qjuaKK1fHxlN2","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3YsNgjgIfC3NqDf","Ontario","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_1OfwKlCXtu2ZYoa","Vermont"," Other (please specify)","Celastrus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_7jZpgrqPT21G0fj","Vermont","Single site","Celastrus",5,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026
"R_72kkuad3qhapSZX","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_5f0dgF6wdYD8aPv","Maine","Network of sites within one state/province","Celastrus",20,"I don't know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5hQBXjZIjlvOnwI","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1qy7WTheMwbhV4L","","","Celastrus",NA,NA,"Invasive plant management ","","",2026
"R_74tUh5A4LYDIC7C","","","Celastrus",NA,NA,"Invasive plant research/science","10+ years","Academia/University",2026
"R_5qkCGdkYMrMi4mi","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6k7nGmAzbYCMRWh","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3czW0elEWrqM3dv","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3zf23EpPGWmmgbT","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_5Wv4cSQFvRcSQJo","","","Celastrus",NA,NA,"","","",2026
"R_6qz95LjQZYg8Q3h","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Other",2026
"R_1r2wFkyc0KCotlD","","","Celastrus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2026
"R_39bmMHLSDMvJn7X","Kentucky","","Celastrus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7trEkkEa4dBA5bM","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_7MuGpUDOlJPDdV5","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","",2026
"R_5IWAlbGZL3GFq67","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_7KUC02XqiV6Bqnd","Pennsylvania","Network of sites within one state/province","Celastrus",4,"I don't know","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5S7zyRYMYbjwkjv","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6GdBoCs86X7eZOA","Massachusetts","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_5LbQSP06StAQnss","Massachusetts","Multi-state network of sites","Celastrus",4,"I don't know","Invasive plant management ","6 to 10 years","Other",2026
"R_6aQAI6BcidxDPt7","Wisconsin","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","County Government",2026
"R_5OBOhf0OnReyYgF","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_6Fo0ZopTqu7WiTn","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1dSKxWFlxmjUAqp","","","Celastrus",NA,NA,"","","",2026
"R_60ARNzxS7klkTeJ","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_3jDvchw2cDxqtZu","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_5TC90zZy8XOlfiw","","","Celastrus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_3xVIgqFc98T9Vuf","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_10IfCIoksS1OX3o","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_1HoxFjzPiQm4m03","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","Tribal/First Nation",2026
"R_71ZVtBlsOsKAYxH","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1cXJB7R9H2DR8Me","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_6y5SxuWb3DWCEJX","New York","Multi-state network of sites","Celastrus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_18TmFQkpnrjFRDS","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Celastrus",10,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1CPpZZHz8wkcCeR","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_7ZJRu0abbATItQu","North Carolina","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","County Government",2026
"R_1pRmejXRGZA9vDU","","","Celastrus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_1wJZWNOKIuagkwx","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5G3TsIidDPaoaK6","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3902hyT2s9BLKoB","","","Celastrus",NA,NA,"","","",2026
"R_7sbq6ayzwLi9Bex","Massachusetts","Multi-state network of sites","Celastrus",NA,"I don't know","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_70N2YgQ7thcn06s","Massachusetts"," Other (please specify)","Celastrus",6,NA,"Invasive plant management ","6 to 10 years","Other",2026
"R_77YAH73ER57ZnBn","Kentucky","Network of sites within one state/province","Celastrus",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Academia/University",2026
"R_3G9fjD3aUkxTH1a","Maryland","Network of sites within one state/province","Celastrus",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_5UXKN47dXwQas3T","Wisconsin","Multi-state network of sites","Celastrus",2,"I don't know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5RehWcfd4oBoyZP","Massachusetts","Single site","Celastrus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Other",2026
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Celastrus",25,"At the same time despite changing phenology","Invasive plant management ","10+ years"," Federal Government",2026
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Celastrus",10,"I don't know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3odqWeiPriybrSx","Maryland","Multi-state network of sites","Celastrus",16,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1CYOTQgtqXxrJVT","","","Celastrus",NA,NA,"Invasive plant management ","Less than 2 years","City/Municipal Government",2026
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Celastrus",12,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7lReh6jChp3mr3j","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","County Government",2026
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Celastrus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Celastrus",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_30IW0CAhgxCoxyt","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2026
"R_10wNFmXFZwwHl68","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_1MLq4wF0YdEl13o","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_539dKtH3hwOhQTV","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_74qmsdPMq35BLZY","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_1mfmWo3SZAFBgFX","New York","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_33eM59cJ5s2BcNa","","","Celastrus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","City/Municipal Government",2026
"R_6Odpal5AJL9iMkL","","","Celastrus",NA,NA,"","","",2026
"R_5K6YqAup8jU5DGg","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Celastrus",28,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1flgE1bOQDY1J2D","Maine","Single site","Celastrus",3,"I don't know","Invasive plant management ","6 to 10 years","Other",2026
"R_3Xof06Wl6uTCmnD","New York","Network of sites within one state/province","Celastrus",20,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","State Government",2026
"R_1cyXcPrvH8Eq3Dz","","","Celastrus",NA,NA,"","","",2026
"R_3lWumIYfy2qG65b","New York","Network of sites within one state/province","Celastrus",1,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2026
"R_70UIFBzhIKuqskM","New York","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_7NTYejGCvqGhEQB","New York","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_302k1tiovkvc8vo","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5fD2mEaMt50J8cx","New York","Network of sites within one state/province","Celastrus",2,"I don't know","Invasive plant management ","6 to 10 years","State Government",2026
"R_12QSTOpecXUjRmZ","","","Celastrus",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2026
"R_5S1wzXLPgsnd5Z3","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2026
"R_3OGXoylU3DboPJf","Vermont","Single site","Celastrus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_6waxO7UCLnF3DXP","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Other",2026
"R_5RkcGErB0fqr9Fn","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3efMgXIbxCQJW7v","","","Celastrus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_3gMvrHyxKxXqJCk","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_6P66nrY1kWthDSg","","","Celastrus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1joI8GJ4ZVWYvZu","","","Celastrus",NA,NA,"","","",2026
"R_3hrUIBYt44CRBWV","New York","Network of sites within one state/province","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Celastrus",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_1dgVycaBm6OVXn0","","","Celastrus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5Lj6I9neF7g4DE2","New York","Single site","Lonicera",10,"Other","Invasive plant research/science","10+ years","Academia/University",2026
"R_7GwBwiGreoKhfNs","Massachusetts","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","6 to 10 years","County Government",2026
"R_5rHa6I5vBes9eDX","Vermont","Network of sites within one state/province","Lonicera",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7BlmJOATPprWieR","Pennsylvania","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","County Government",2026
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Lonicera",NA,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Lonicera",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Lonicera",25,"Other","Invasive plant management ","10+ years"," Federal Government",2026
"R_6yLkjZOTEZ3TCvv","Pennsylvania","Network of sites within one state/province","Lonicera",12,"At the same time due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_12MfvXiIwliM6mq","Virginia","Network of sites within one state/province","Lonicera",5,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026
"R_5EsAG4x9K525yff","Pennsylvania","Network of sites within one state/province","Lonicera",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6MLoZbpghsD1jBA","Maine","Network of sites within one state/province","Lonicera",7,"I don't know","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5upMJmCgVD9qgCQ","Pennsylvania","Network of sites within one state/province","Lonicera",3,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Other",2026
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Lonicera",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_1iYNKPtBS1R7wpb","Massachusetts","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5pi0PucgobcikIW","Michigan","Network of sites within one state/province","Lonicera",4,"Starting earlier or ending later for other reasons","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6mKyKLJpY6xRXXP","Maine"," Other (please specify)","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7MX2SC8EZ3jK5k5","Vermont","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_6JCxiOL4bNouMvv","New York","Network of sites within one state/province","Lonicera",NA,"I don't know","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1rOVdJJFOEUqHhn","New York","Single site","Lonicera",2,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3rk1Kc6ds2b1R97","New York","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_3mKv72r4xrcaBzP","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_3DHks2vVgdNJOBn","Michigan","Network of sites within one state/province","Lonicera",10,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Lonicera",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_13xaGsGqqLXdwtw","Michigan","Network of sites within one state/province","Lonicera",11,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5EgSX1WrmV8JNfE","Massachusetts"," Other (please specify)","Lonicera",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","2 to 5 years","State Government",2026
"R_5V0AX8smWwEqt7X","Quebec","Network of sites within one state/province","Lonicera",4,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2026
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Lonicera",24,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1o1IP2Qx1ssmPyC","Nova Scotia","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_72Pfw8uP98OJPoM","Maryland","Single site","Lonicera",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Lonicera",14,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Lonicera",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026
"R_3l6nHVEdBFb0wAn","Vermont","Multi-state network of sites","Lonicera",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1EciEKujj6l77zC","Wisconsin","Network of sites within one state/province","Lonicera",30,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Other",2026
"R_1nGlxwRGRwMbHVL","Massachusetts","Network of sites within one state/province","Lonicera",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Lonicera",20,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5GB0QBBYaO426fP","Maine","Single site","Lonicera",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_6b7y38YC6VhzhAZ","New Jersey"," Other (please specify)","Lonicera",1,"I don't know","Invasive plant management ","6 to 10 years","County Government",2026
"R_1D5srXkx8ozWrQm","Maryland","Single site","Lonicera",8,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Lonicera",1,"At the same time due to no change in phenology","Invasive plant management ","Less than 2 years","State Government",2026
"R_7hyxXh2ErgDPMt7","New York","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1eg0HmIa9IVjxvH","Massachusetts","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant extension","2 to 5 years","Nongovernmental Organization",2026
"R_3EtnKAg5tMJYzSl","Massachusetts"," Other (please specify)","Lonicera",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_1EsfjygrCBEI1cq","New Jersey","Network of sites within one state/province","Lonicera",7,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Lonicera",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3PzWGqhIUBzmbzp","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_3It0HPLbosFg3wu","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_3fxbfzneNp2w3BP","","","Lonicera",NA,NA,"Invasive plant management ","Less than 2 years","City/Municipal Government",2026
"R_6o15GGjgmAdaYPD","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_67kivzE9a2s9zZ7","Massachusetts","Network of sites within one state/province","Lonicera",2,"I don't know","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_7QcRDSoOG1qmQP4","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_1oAPk4LY3k97Lu7","","","Lonicera",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_7aKbwoxpNTR2XNg","","","Lonicera",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_70VJpqcnyAnkhrd","","","Lonicera",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2026
"R_7VkJOJfqQVQIeaJ","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6lTHjtkh1sEDnI5","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_1R7LLAFJb1LBMUs","","","Lonicera",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Lonicera",NA,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026
"R_1WTqJZcZYSTzw9r","Massachusetts","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_3OGBM6o4yQRvwEn","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","State Government",2026
