"ResponseId","state","juris","species","dur","freqchange","field","career","agency","surveyYear"
"R_6qz95LjQZYg8Q3h","","","Celastrus",NA,"","Invasive plant management ","6 to 10 years","Other",2026
"R_1r2wFkyc0KCotlD","","","Celastrus",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2026
"R_39bmMHLSDMvJn7X","Kentucky","","Celastrus",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7trEkkEa4dBA5bM","","","Celastrus",NA,"","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_7MuGpUDOlJPDdV5","","","Celastrus",NA,"","Invasive plant management ","6 to 10 years","",2026
"R_5IWAlbGZL3GFq67","","","Celastrus",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_7KUC02XqiV6Bqnd","Pennsylvania","Network of sites within one state/province","Celastrus",4,"I don’t know","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5S7zyRYMYbjwkjv","","","Celastrus",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6GdBoCs86X7eZOA","Massachusetts","Network of sites within one state/province","Celastrus",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_5LbQSP06StAQnss","Massachusetts","Multi-state network of sites","Celastrus",4,"I don’t know","Invasive plant management ","6 to 10 years","Other",2026
"R_6aQAI6BcidxDPt7","Wisconsin","Network of sites within one state/province","Celastrus",NA,"","Invasive plant management ","6 to 10 years","County Government",2026
"R_5OBOhf0OnReyYgF","","","Celastrus",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_6Fo0ZopTqu7WiTn","","","Celastrus",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1dSKxWFlxmjUAqp","","","Celastrus",NA,"","","","",2026
"R_60ARNzxS7klkTeJ","","","Celastrus",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_3jDvchw2cDxqtZu","","","Celastrus",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_5TC90zZy8XOlfiw","","","Celastrus",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_3xVIgqFc98T9Vuf","","","Celastrus",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_10IfCIoksS1OX3o","","","Celastrus",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_1HoxFjzPiQm4m03","","","Celastrus",NA,"","Invasive plant management ","10+ years","Tribal/First Nation",2026
"R_71ZVtBlsOsKAYxH","","","Celastrus",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1cXJB7R9H2DR8Me","","","Celastrus",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_6y5SxuWb3DWCEJX","New York","Multi-state network of sites","Celastrus",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_18TmFQkpnrjFRDS","","","Celastrus",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Celastrus",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1CPpZZHz8wkcCeR","","","Celastrus",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_7ZJRu0abbATItQu","North Carolina","Network of sites within one state/province","Celastrus",NA,"","Invasive plant management ","10+ years","County Government",2026
"R_1pRmejXRGZA9vDU","","","Celastrus",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_1wJZWNOKIuagkwx","","","Celastrus",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5G3TsIidDPaoaK6","","","Celastrus",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3902hyT2s9BLKoB","","","Celastrus",NA,"","","","",2026
"R_7sbq6ayzwLi9Bex","Massachusetts","Multi-state network of sites","Celastrus",NA,"I don’t know","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_70N2YgQ7thcn06s","Massachusetts"," Other (please specify)","Celastrus",6,"","Invasive plant management ","6 to 10 years","Other",2026
"R_77YAH73ER57ZnBn","Kentucky","Network of sites within one state/province","Celastrus",15,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Academia/University",2026
"R_3G9fjD3aUkxTH1a","Maryland","Network of sites within one state/province","Celastrus",15,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_5UXKN47dXwQas3T","Wisconsin","Multi-state network of sites","Celastrus",2,"I don’t know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5RehWcfd4oBoyZP","Massachusetts","Single site","Celastrus",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Other",2026
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Celastrus",25,"More or less frequently for other reasons","Invasive plant management ","10+ years"," Federal Government",2026
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Celastrus",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3odqWeiPriybrSx","Maryland","Multi-state network of sites","Celastrus",16,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1CYOTQgtqXxrJVT","","","Celastrus",NA,"","Invasive plant management ","Less than 2 years","City/Municipal Government",2026
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Celastrus",12,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7lReh6jChp3mr3j","","","Celastrus",NA,"","Invasive plant management ","10+ years","County Government",2026
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Celastrus",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Celastrus",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_30IW0CAhgxCoxyt","","","Celastrus",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_10wNFmXFZwwHl68","","","Celastrus",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_1MLq4wF0YdEl13o","","","Celastrus",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_539dKtH3hwOhQTV","","","Celastrus",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_74qmsdPMq35BLZY","","","Celastrus",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_1mfmWo3SZAFBgFX","New York","Network of sites within one state/province","Celastrus",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_33eM59cJ5s2BcNa","","","Celastrus",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","City/Municipal Government",2026
"R_6Odpal5AJL9iMkL","","","Celastrus",NA,"","","","",2026
"R_5K6YqAup8jU5DGg","","","Celastrus",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Celastrus",28,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1flgE1bOQDY1J2D","Maine","Single site","Celastrus",3,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Other",2026
"R_3Xof06Wl6uTCmnD","New York","Network of sites within one state/province","Celastrus",20,"More or less frequently for other reasons","Invasive plant management ","10+ years","State Government",2026
"R_1cyXcPrvH8Eq3Dz","","","Celastrus",NA,"","","","",2026
"R_3lWumIYfy2qG65b","New York","Network of sites within one state/province","Celastrus",1,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2026
"R_70UIFBzhIKuqskM","New York","Network of sites within one state/province","Celastrus",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_7NTYejGCvqGhEQB","New York","Network of sites within one state/province","Celastrus",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_302k1tiovkvc8vo","","","Celastrus",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5fD2mEaMt50J8cx","New York","Network of sites within one state/province","Celastrus",2,"I don’t know","Invasive plant management ","6 to 10 years","State Government",2026
"R_12QSTOpecXUjRmZ","","","Celastrus",NA,"","Invasive plant management ","Less than 2 years","Nongovernmental Organization",2026
"R_5S1wzXLPgsnd5Z3","","","Celastrus",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_3OGXoylU3DboPJf","Vermont","Single site","Celastrus",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_6waxO7UCLnF3DXP","","","Celastrus",NA,"","Invasive plant management ","2 to 5 years","Other",2026
"R_5RkcGErB0fqr9Fn","","","Celastrus",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3efMgXIbxCQJW7v","","","Celastrus",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_3gMvrHyxKxXqJCk","","","Celastrus",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_6P66nrY1kWthDSg","","","Celastrus",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1joI8GJ4ZVWYvZu","","","Celastrus",NA,"","","","",2026
"R_3hrUIBYt44CRBWV","New York","Network of sites within one state/province","Celastrus",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Celastrus",3,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_1dgVycaBm6OVXn0","","","Celastrus",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5Lj6I9neF7g4DE2","New York","Single site","Lonicera",10,"Other","Invasive plant research/science","10+ years","Academia/University",2026
"R_7GwBwiGreoKhfNs","Massachusetts","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","6 to 10 years","County Government",2026
"R_5rHa6I5vBes9eDX","Vermont","Network of sites within one state/province","Lonicera",3,"More or less frequently for other reasons","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7BlmJOATPprWieR","Pennsylvania","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","2 to 5 years","County Government",2026
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Lonicera",NA,"I don’t know","Invasive plant management ","10+ years","State Government",2026
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Lonicera",3,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Lonicera",25,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026
"R_6yLkjZOTEZ3TCvv","Pennsylvania","Network of sites within one state/province","Lonicera",12,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_12MfvXiIwliM6mq","Virginia","Network of sites within one state/province","Lonicera",5,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026
"R_5EsAG4x9K525yff","Pennsylvania","Network of sites within one state/province","Lonicera",NA,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6MLoZbpghsD1jBA","Maine","Network of sites within one state/province","Lonicera",7,"More or less frequently for other reasons","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5upMJmCgVD9qgCQ","Pennsylvania","Network of sites within one state/province","Lonicera",3,"More or less frequently for other reasons","Invasive plant management ","2 to 5 years","Other",2026
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Lonicera",10,"I don’t know","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_1iYNKPtBS1R7wpb","Massachusetts","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5pi0PucgobcikIW","Michigan","Network of sites within one state/province","Lonicera",4,"More or less frequently for other reasons","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6mKyKLJpY6xRXXP","Maine"," Other (please specify)","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7MX2SC8EZ3jK5k5","Vermont","Network of sites within one state/province","Lonicera",NA,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","State Government",2026
"R_6JCxiOL4bNouMvv","New York","Network of sites within one state/province","Lonicera",NA,"I don’t know","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1rOVdJJFOEUqHhn","New York","Single site","Lonicera",2,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3rk1Kc6ds2b1R97","New York","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_3mKv72r4xrcaBzP","","","Lonicera",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_3DHks2vVgdNJOBn","Michigan","Network of sites within one state/province","Lonicera",10,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Lonicera",15,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_13xaGsGqqLXdwtw","Michigan","Network of sites within one state/province","Lonicera",11,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5EgSX1WrmV8JNfE","Massachusetts"," Other (please specify)","Lonicera",5,"Other","Invasive plant management ","2 to 5 years","State Government",2026
"R_5V0AX8smWwEqt7X","Quebec","Network of sites within one state/province","Lonicera",4,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2026
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Lonicera",24,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1o1IP2Qx1ssmPyC","Nova Scotia","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_72Pfw8uP98OJPoM","Maryland","Single site","Lonicera",10,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Lonicera",14,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Lonicera",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026
"R_3l6nHVEdBFb0wAn","Vermont","Multi-state network of sites","Lonicera",15,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1EciEKujj6l77zC","Wisconsin","Network of sites within one state/province","Lonicera",30,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Other",2026
"R_1nGlxwRGRwMbHVL","Massachusetts","Network of sites within one state/province","Lonicera",10,"I don’t know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Lonicera",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5GB0QBBYaO426fP","Maine","Single site","Lonicera",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_6b7y38YC6VhzhAZ","New Jersey"," Other (please specify)","Lonicera",1,"I don’t know","Invasive plant management ","6 to 10 years","County Government",2026
"R_1D5srXkx8ozWrQm","Maryland","Single site","Lonicera",8,"More or less frequently for other reasons","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Lonicera",1,"At the same frequency despite a change in phenology","Invasive plant management ","Less than 2 years","State Government",2026
"R_7hyxXh2ErgDPMt7","New York","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1eg0HmIa9IVjxvH","Massachusetts","Network of sites within one state/province","Lonicera",NA,"","Invasive plant extension","2 to 5 years","Nongovernmental Organization",2026
"R_3EtnKAg5tMJYzSl","Massachusetts"," Other (please specify)","Lonicera",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_1EsfjygrCBEI1cq","New Jersey","Network of sites within one state/province","Lonicera",7,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Lonicera",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3PzWGqhIUBzmbzp","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_3It0HPLbosFg3wu","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_3fxbfzneNp2w3BP","","","Lonicera",NA,"","Invasive plant management ","Less than 2 years","City/Municipal Government",2026
"R_6o15GGjgmAdaYPD","","","Lonicera",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_67kivzE9a2s9zZ7","Massachusetts","Network of sites within one state/province","Lonicera",2,"More or less frequently for other reasons","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_7QcRDSoOG1qmQP4","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_1oAPk4LY3k97Lu7","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_7aKbwoxpNTR2XNg","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_70VJpqcnyAnkhrd","","","Lonicera",NA,"","Invasive plant management ","10+ years"," Federal Government",2026
"R_7VkJOJfqQVQIeaJ","","","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6lTHjtkh1sEDnI5","","","Lonicera",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_1R7LLAFJb1LBMUs","","","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Lonicera",NA,"At the same frequency despite a change in phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026
"R_1WTqJZcZYSTzw9r","Massachusetts","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_3OGBM6o4yQRvwEn","","","Lonicera",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_7ZUfZ0EoHO82Ct3","Rhode Island","Network of sites within one state/province","Lonicera",3,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_7LtBVQF3oMdXK43","Rhode Island","Network of sites within one state/province","Lonicera",2,"I don’t know","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_6v6zS7fh3pNYONc","Rhode Island","Single site","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_7ruVXN9zGGFj8PP","","","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3yyfFWg95WycPex","","","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","","",2026
"R_1JJfcg6oyDxaT5A","Massachusetts"," Other (please specify)","Lonicera",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_11o17QfsvfWApgk","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Other",2026
"R_6lmHqDoeOsHSoaS","","","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Lonicera",6,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1IK1zmHYH4eQYCk","","","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Industry/Private Sector",2026
"R_5Wq0E6HaA5m9qff","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_3ARL2cDGTk7zKgA","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years"," Federal Government",2026
"R_6LLpweNUzNwXVK0","","","Lonicera",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_7m7C7EaiBeZJQaV","","","Lonicera",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_5qUrwQvpvR9WCbu","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Lonicera",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","State Government",2026
"R_5P7oHOKNRPxEdVi","Rhode Island","Multi-state network of sites","Lonicera",6,"I don’t know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7juXrkATSSXEEWR","Rhode Island","Single site","Lonicera",10,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026
"R_6TeQWnjYuiUib97","","","Lonicera",NA,"","Invasive plant management ","10+ years"," Federal Government",2026
"R_72Qcgs1SBusLtRG","","","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6nZmztnJcwl9AVb","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_37Vfwq15uXhdIgh","Rhode Island","Single site","Lonicera",10,"Other","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1rulinctmzIgvBI","","","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2026
"R_6OPWPfcr0PAOayV","","","Lonicera",NA,"","Invasive plant management ","10+ years","Academia/University",2026
"R_7UruNBQd0Y8n6Ux","","","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","City/Municipal Government",2026
"R_1VJGG3FtP1BNjqh","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_3NEXolvT2aoz9fJ","Massachusetts","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_5kz0oYyfOiMttKx","","","Lonicera",NA,"","Invasive plant management ","10+ years","County Government",2026
"R_8jIzNg7tthD13SR","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","",2026
"R_7pKymxAKzskP9AS","Wisconsin","Multi-state network of sites","Lonicera",15,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6TwcquuD3bjEFcR","","","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5gHFiq6DKC8WPVl","Ontario","Network of sites within one state/province","Lonicera",30,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1EtnCOEq5OaDHli","Massachusetts"," Other (please specify)","Lonicera",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Lonicera",NA,"","Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026
"R_123YdmqmEk1Jkot","Vermont","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6jVAdbjxfGf7ZNc","Maryland","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6cjtxoiHCtyfyOA","Pennsylvania","Network of sites within one state/province","Lonicera",9,"I don’t know","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_3PQOLiHs19fSpEi","Virginia","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Lonicera",2,"I don’t know","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026
"R_5O3mluByqkoar8r","Massachusetts","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1PALD5SJImcu0vW","New Jersey","Single site","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","Less than 2 years","Academia/University",2026
"R_5qfHk2zmaDiFB9H","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_7xsgqy7R36JZXWN","Maine","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7NE7qkhIcoxGnzW","Massachusetts","Network of sites within one state/province","Lonicera",10,"More or less frequently for other reasons","Invasive plant management ","6 to 10 years","State Government",2026
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Lonicera",6,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Lonicera",6,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","Other",2026
"R_7O1zEpgPIT3fhG0","Massachusetts"," Other (please specify)","Lonicera",NA,"","Invasive plant research/science","10+ years","State Government",2026
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Lonicera",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Lonicera",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Lonicera",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Lonicera",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Lonicera",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Lonicera",19,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years"," Federal Government",2026
"R_7VJD9wh9e3dIbhT","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","County Government",2026
"R_3r3onaMYzRWNDnM","Michigan","Network of sites within one state/province","Lonicera",6,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Lonicera",1,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7eIWAtq2GMEMKZB","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","County Government",2026
"R_5pzvxrP2azfmvYJ","Michigan","Network of sites within one state/province","Lonicera",14,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Other",2026
"R_1SiSMaprnccNWqw","","","Lonicera",NA,"","Invasive plant management ","10+ years","Academia/University",2026
"R_159fMUBbmt98DlL","Pennsylvania","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","10+ years","County Government",2026
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Lonicera",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_1CCn7PCFILz7KFm","Vermont","Network of sites within one state/province","Lonicera",15,"I don’t know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Lonicera",10,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_6lGDmKoRK5yHshi","Maine","Single site","Lonicera",23,"More or less frequently for other reasons","Invasive plant management ","10+ years"," Federal Government",2026
