"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear","minCareer","idk","CC","duration.cent","career.cent"
"R_1nGlxwRGRwMbHVL","Massachusetts","Network of sites within one state/province","Celastrus",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Celastrus",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_5GB0QBBYaO426fP","Maine","Single site","Celastrus",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_6b7y38YC6VhzhAZ","New Jersey"," Other (please specify)","Celastrus",5,"Treatment ending later due to changing phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,1,-0.684992652914624,-0.537303438417083
"R_1D5srXkx8ozWrQm","Maryland","Single site","Celastrus",8,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.290986857567814,-0.537303438417083
"R_1eg0HmIa9IVjxvH","Massachusetts","Network of sites within one state/province","Celastrus",2,"At the same time due to no change in phenology","Invasive plant extension","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-1.07899844826143,-1.85051033624031
"R_3EtnKAg5tMJYzSl","Massachusetts"," Other (please specify)","Celastrus",7,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","City/Municipal Government",2026,6,1,0,-0.422322122683418,-0.537303438417083
"R_1EsfjygrCBEI1cq","New Jersey","Network of sites within one state/province","Celastrus",8,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.290986857567814,-0.537303438417083
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Celastrus",10,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Celastrus",NA,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.77590345940614
"R_7ZUfZ0EoHO82Ct3","Rhode Island","Network of sites within one state/province","Celastrus",10,"Starting earlier or ending later for other reasons","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,0,-0.0283163273366078,-0.537303438417083
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Celastrus",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Celastrus",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.684992652914624,-0.537303438417083
"R_7juXrkATSSXEEWR","Rhode Island","Single site","Celastrus",10,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026,2,1,0,-0.0283163273366078,-1.85051033624031
"R_37Vfwq15uXhdIgh","Rhode Island","Single site","Celastrus",8,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.290986857567814,0.77590345940614
"R_7pKymxAKzskP9AS","Wisconsin","Multi-state network of sites","Celastrus",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_3PQOLiHs19fSpEi","Virginia","Network of sites within one state/province","Celastrus",16,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,0,0.759695263357012,0.77590345940614
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Celastrus",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899844826143,-0.537303438417083
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Celastrus",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.553657387799021,0.77590345940614
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Celastrus",3,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.947663183145831,0.77590345940614
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Celastrus",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28503632381942,0.77590345940614
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Celastrus",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.947663183145831,0.77590345940614
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Celastrus",19,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.15370105870382,0.77590345940614
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Celastrus",1,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-1.21033371337704,-1.85051033624031
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Celastrus",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,0,-0.0283163273366078,-0.537303438417083
"R_6lGDmKoRK5yHshi","Maine","Single site","Celastrus",20,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.28503632381942,0.77590345940614
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Celastrus",5,"At the same time despite changing phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.684992652914624,0.77590345940614
"R_3e8YdoUiS4iZyX0","Michigan","Network of sites within one state/province","Celastrus",2,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,0,-1.07899844826143,-0.537303438417083
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Celastrus",10,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.0283163273366078,-0.537303438417083
"R_7jZpgrqPT21G0fj","Vermont","Single site","Celastrus",5,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,0,-0.684992652914624,0.77590345940614
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Celastrus",10,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_77YAH73ER57ZnBn","Kentucky","Network of sites within one state/province","Celastrus",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Academia/University",2026,10,1,0,0.628359998241409,0.77590345940614
"R_3G9fjD3aUkxTH1a","Maryland","Network of sites within one state/province","Celastrus",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,0.628359998241409,0.77590345940614
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Celastrus",25,"At the same time despite changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.94171264939744,0.77590345940614
"R_3odqWeiPriybrSx","Maryland","Multi-state network of sites","Celastrus",16,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.759695263357012,0.77590345940614
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Celastrus",12,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.234354202894599,0.77590345940614
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Celastrus",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.159651592452211,0.77590345940614
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Celastrus",28,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,2.33571844474425,0.77590345940614
"R_3Xof06Wl6uTCmnD","New York","Network of sites within one state/province","Celastrus",20,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","State Government",2026,10,1,0,1.28503632381942,0.77590345940614
"R_3lWumIYfy2qG65b","New York","Network of sites within one state/province","Celastrus",1,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,0,-1.21033371337704,-0.537303438417083
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Celastrus",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026,2,1,0,-0.947663183145831,-1.85051033624031
"R_5rHa6I5vBes9eDX","Vermont","Network of sites within one state/province","Lonicera",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-0.947663183145831,-1.85051033624031
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Lonicera",NA,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,NA,0.77590345940614
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Lonicera",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.947663183145831,0.77590345940614
"R_6yLkjZOTEZ3TCvv","Pennsylvania","Network of sites within one state/province","Lonicera",12,"At the same time due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,0,0.234354202894599,0.77590345940614
"R_12MfvXiIwliM6mq","Virginia","Network of sites within one state/province","Lonicera",5,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026,2,1,0,-0.684992652914624,-1.85051033624031
"R_5EsAG4x9K525yff","Pennsylvania","Network of sites within one state/province","Lonicera",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,NA,-0.537303438417083
"R_5upMJmCgVD9qgCQ","Pennsylvania","Network of sites within one state/province","Lonicera",3,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Other",2026,2,1,0,-0.947663183145831,-1.85051033624031
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Lonicera",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0283163273366078,-0.537303438417083
"R_5pi0PucgobcikIW","Michigan","Network of sites within one state/province","Lonicera",4,"Starting earlier or ending later for other reasons","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.816327918030227,-0.537303438417083
"R_3DHks2vVgdNJOBn","Michigan","Network of sites within one state/province","Lonicera",10,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-0.0283163273366078,-1.85051033624031
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Lonicera",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.628359998241409,0.77590345940614
"R_13xaGsGqqLXdwtw","Michigan","Network of sites within one state/province","Lonicera",11,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,0.103018937778995,0.77590345940614
"R_5EgSX1WrmV8JNfE","Massachusetts"," Other (please specify)","Lonicera",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","2 to 5 years","State Government",2026,2,1,1,-0.684992652914624,-1.85051033624031
"R_5V0AX8smWwEqt7X","Quebec","Network of sites within one state/province","Lonicera",4,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2026,6,1,0,-0.816327918030227,-0.537303438417083
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Lonicera",24,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.81037738428184,0.77590345940614
"R_72Pfw8uP98OJPoM","Maryland","Single site","Lonicera",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Lonicera",14,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.497024733125805,0.77590345940614
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Lonicera",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28503632381942,0.77590345940614
"R_3l6nHVEdBFb0wAn","Vermont","Multi-state network of sites","Lonicera",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.628359998241409,0.77590345940614
"R_1EciEKujj6l77zC","Wisconsin","Network of sites within one state/province","Lonicera",30,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Other",2026,10,1,0,2.59838897497546,0.77590345940614
"R_1nGlxwRGRwMbHVL","Massachusetts","Network of sites within one state/province","Lonicera",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Lonicera",20,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.28503632381942,0.77590345940614
"R_1D5srXkx8ozWrQm","Maryland","Single site","Lonicera",8,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.290986857567814,-0.537303438417083
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Lonicera",1,"At the same time due to no change in phenology","Invasive plant management ","Less than 2 years","State Government",2026,0.1,1,0,-1.21033371337704,-2.47428361270634
"R_1EsfjygrCBEI1cq","New Jersey","Network of sites within one state/province","Lonicera",7,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.422322122683418,-0.537303438417083
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Lonicera",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Lonicera",NA,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.77590345940614
"R_7ZUfZ0EoHO82Ct3","Rhode Island","Network of sites within one state/province","Lonicera",3,"Starting earlier or ending later for other reasons","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,0,-0.947663183145831,-0.537303438417083
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Lonicera",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.684992652914624,-0.537303438417083
"R_7juXrkATSSXEEWR","Rhode Island","Single site","Lonicera",10,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026,2,1,0,-0.0283163273366078,-1.85051033624031
"R_7pKymxAKzskP9AS","Wisconsin","Multi-state network of sites","Lonicera",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,0.628359998241409,0.77590345940614
"R_5gHFiq6DKC8WPVl","Ontario","Network of sites within one state/province","Lonicera",30,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,2.59838897497546,0.77590345940614
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Lonicera",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899844826143,-0.537303438417083
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Lonicera",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.553657387799021,0.77590345940614
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Lonicera",6,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,0,-0.553657387799021,-0.537303438417083
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Lonicera",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.684992652914624,-0.537303438417083
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Lonicera",3,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.947663183145831,0.77590345940614
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Lonicera",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28503632381942,0.77590345940614
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Lonicera",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.947663183145831,0.77590345940614
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Lonicera",19,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.15370105870382,0.77590345940614
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Lonicera",1,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-1.21033371337704,-1.85051033624031
"R_5pzvxrP2azfmvYJ","Michigan","Network of sites within one state/province","Lonicera",14,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Other",2026,10,1,0,0.497024733125805,0.77590345940614
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Lonicera",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_1CCn7PCFILz7KFm","Vermont","Network of sites within one state/province","Lonicera",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,0.628359998241409,0.77590345940614
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Lonicera",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,0,-0.0283163273366078,-0.537303438417083
"R_6lGDmKoRK5yHshi","Maine","Single site","Lonicera",23,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.67904211916623,0.77590345940614
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Lonicera",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.684992652914624,0.77590345940614
"R_3e8YdoUiS4iZyX0","Michigan","Network of sites within one state/province","Lonicera",6,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,0,-0.553657387799021,-0.537303438417083
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Lonicera",10,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.0283163273366078,-0.537303438417083
"R_7jZpgrqPT21G0fj","Vermont","Single site","Lonicera",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,0,0.628359998241409,0.77590345940614
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Lonicera",18,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.02236579358822,0.77590345940614
"R_77YAH73ER57ZnBn","Kentucky","Network of sites within one state/province","Lonicera",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Academia/University",2026,10,1,0,0.628359998241409,0.77590345940614
"R_3G9fjD3aUkxTH1a","Maryland","Network of sites within one state/province","Lonicera",20,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,1.28503632381942,0.77590345940614
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Lonicera",25,"At the same time despite changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.94171264939744,0.77590345940614
"R_3odqWeiPriybrSx","Maryland","Multi-state network of sites","Lonicera",25,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,1.94171264939744,0.77590345940614
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Lonicera",15,"Starting earlier or ending later for other reasons,At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.628359998241409,0.77590345940614
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Lonicera",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.159651592452211,0.77590345940614
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Lonicera",28,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,2.33571844474425,0.77590345940614
"R_3Xof06Wl6uTCmnD","New York","Network of sites within one state/province","Lonicera",20,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","State Government",2026,10,1,0,1.28503632381942,0.77590345940614
"R_3lWumIYfy2qG65b","New York","Network of sites within one state/province","Lonicera",1,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,0,-1.21033371337704,-0.537303438417083
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Lonicera",2,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026,2,1,0,-1.07899844826143,-1.85051033624031
"R_7GwBwiGreoKhfNs","Massachusetts","Network of sites within one state/province","Retnoutria",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,0,NA,-0.537303438417083
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Retnoutria",3,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.947663183145831,0.77590345940614
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Retnoutria",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0283163273366078,-0.537303438417083
"R_5pi0PucgobcikIW","Michigan","Network of sites within one state/province","Retnoutria",9,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.159651592452211,-0.537303438417083
"R_3DHks2vVgdNJOBn","Michigan","Network of sites within one state/province","Retnoutria",10,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-0.0283163273366078,-1.85051033624031
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Retnoutria",15,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.628359998241409,0.77590345940614
"R_13xaGsGqqLXdwtw","Michigan","Network of sites within one state/province","Retnoutria",14,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.497024733125805,0.77590345940614
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Retnoutria",17,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.891030528472615,0.77590345940614
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Retnoutria",14,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.497024733125805,0.77590345940614
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Retnoutria",20,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","State Government",2026,10,1,0,1.28503632381942,0.77590345940614
"R_1nGlxwRGRwMbHVL","Massachusetts","Network of sites within one state/province","Retnoutria",4,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.816327918030227,0.77590345940614
"R_5GB0QBBYaO426fP","Maine","Single site","Retnoutria",4,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.816327918030227,0.77590345940614
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Retnoutria",3,"At the same time despite changing phenology","Invasive plant management ","Less than 2 years","State Government",2026,0.1,1,1,-0.947663183145831,-2.47428361270634
"R_1eg0HmIa9IVjxvH","Massachusetts","Network of sites within one state/province","Retnoutria",2,"At the same time due to no change in phenology","Invasive plant extension","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-1.07899844826143,-1.85051033624031
"R_3EtnKAg5tMJYzSl","Massachusetts"," Other (please specify)","Retnoutria",7,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","City/Municipal Government",2026,6,1,0,-0.422322122683418,-0.537303438417083
"R_1EsfjygrCBEI1cq","New Jersey","Network of sites within one state/province","Retnoutria",7,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.422322122683418,-0.537303438417083
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Retnoutria",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Retnoutria",NA,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.77590345940614
"R_7ZUfZ0EoHO82Ct3","Rhode Island","Network of sites within one state/province","Retnoutria",10,"Starting earlier or ending later for other reasons","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,0,-0.0283163273366078,-0.537303438417083
"R_1JJfcg6oyDxaT5A","Massachusetts"," Other (please specify)","Retnoutria",6,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","City/Municipal Government",2026,6,1,0,-0.553657387799021,-0.537303438417083
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Retnoutria",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.553657387799021,0.77590345940614
"R_7juXrkATSSXEEWR","Rhode Island","Single site","Retnoutria",10,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026,2,1,0,-0.0283163273366078,-1.85051033624031
"R_7pKymxAKzskP9AS","Wisconsin","Multi-state network of sites","Retnoutria",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,0.628359998241409,0.77590345940614
"R_5gHFiq6DKC8WPVl","Ontario","Network of sites within one state/province","Retnoutria",30,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,2.59838897497546,0.77590345940614
"R_6jVAdbjxfGf7ZNc","Maryland","Network of sites within one state/province","Retnoutria",1,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-1.21033371337704,-0.537303438417083
