"ResponseId","state","juris","species","dur","freqchange","field","career","agency","surveyYear","minCareer","idk","CC","duration.cent","career.cent","management_shift"
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Lonicera",18,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.00830054586291,0.79049810961295,0
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Lonicera",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Lonicera",15,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.616061066837835,0.79049810961295,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Lonicera",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.168417891212316,0.79049810961295,0
"R_1flgE1bOQDY1J2D","Maine","Single site","Lonicera",3,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,1,-0.952896849262466,-0.515142477920408,0
"R_7GwBwiGreoKhfNs","Massachusetts","Network of sites within one state/province","Retnoutria",NA,"More frequently due to changing phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,1,NA,-0.515142477920408,1
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Retnoutria",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Retnoutria",25,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.92352599692142,0.79049810961295,0
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Retnoutria",15,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.616061066837835,0.79049810961295,1
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Retnoutria",14,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.485314573829477,0.79049810961295,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Retnoutria",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_5GB0QBBYaO426fP","Maine","Single site","Retnoutria",4,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.822150356254108,0.79049810961295,0
"R_6b7y38YC6VhzhAZ","New Jersey"," Other (please specify)","Retnoutria",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Retnoutria",3,"More frequently due to changing phenology","Invasive plant management ","Less than 2 years","State Government",2026,0.1,1,1,-0.952896849262466,-2.44096234453211,1
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Retnoutria",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Retnoutria",NA,"At the same frequency despite a change in phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.79049810961295,0
"R_7ZUfZ0EoHO82Ct3","Rhode Island","Network of sites within one state/province","Retnoutria",10,"More frequently due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0376713982039572,-0.515142477920408,1
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Retnoutria",6,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.560657370237391,0.79049810961295,1
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Retnoutria",4,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.822150356254108,0.79049810961295,0
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Retnoutria",30,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,1,2.57725846196321,-1.82078306545377,0
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Retnoutria",1,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-1.21438983527918,-0.515142477920408,0
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Retnoutria",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Retnoutria",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Retnoutria",19,"More frequently due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.13904703887127,0.79049810961295,1
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Retnoutria",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Retnoutria",10,"More frequently due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0376713982039572,-0.515142477920408,1
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Retnoutria",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7B9gKVBYajQN8hK","Vermont","Single site","Retnoutria",2,"Less frequently due to changing phenology,Other","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-1.08364334227082,0.79049810961295,1
"R_3YsNgjgIfC3NqDf","Ontario","Network of sites within one state/province","Retnoutria",8,"More frequently due to changing phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,1,-0.299164384220674,-1.82078306545377,1
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Retnoutria",15,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.616061066837835,0.79049810961295,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Retnoutria",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.168417891212316,0.79049810961295,0
"R_1flgE1bOQDY1J2D","Maine","Single site","Retnoutria",3,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,1,-0.952896849262466,-0.515142477920408,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Pueria",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Pueria",3,"At the same frequency despite a change in phenology","Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.952896849262466,-0.515142477920408,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Pueria",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Rosa",25,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.92352599692142,0.79049810961295,0
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Rosa",10,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0376713982039572,0.79049810961295,1
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Rosa",8,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.299164384220674,0.79049810961295,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Rosa",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Rosa",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Rosa",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Rosa",NA,"At the same frequency despite a change in phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.79049810961295,0
"R_7ZUfZ0EoHO82Ct3","Rhode Island","Network of sites within one state/province","Rosa",10,"More frequently due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0376713982039572,-0.515142477920408,1
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Rosa",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Rosa",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Rosa",6,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.560657370237391,0.79049810961295,0
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Rosa",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Rosa",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Rosa",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Rosa",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Rosa",1,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-1.21438983527918,-1.82078306545377,0
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Rosa",NA,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,NA,0.79049810961295,0
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Rosa",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Rosa",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Rosa",12,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.22382158781276,0.79049810961295,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Rosa",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.168417891212316,0.79049810961295,0
"R_1flgE1bOQDY1J2D","Maine","Single site","Rosa",3,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,1,-0.952896849262466,-0.515142477920408,0
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Microstegium",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_5EsAG4x9K525yff","Pennsylvania","Network of sites within one state/province","Microstegium",NA,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,NA,-0.515142477920408,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Microstegium",10,"More frequently due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,-0.0376713982039572,0.79049810961295,1
"R_1nGlxwRGRwMbHVL","Massachusetts","Network of sites within one state/province","Microstegium",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_1D5srXkx8ozWrQm","Maryland","Single site","Microstegium",2,"More frequently due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-1.08364334227082,-0.515142477920408,1
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Microstegium",3,"At the same frequency despite a change in phenology","Invasive plant management ","Less than 2 years","State Government",2026,0.1,1,1,-0.952896849262466,-2.44096234453211,0
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Microstegium",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Microstegium",1,"At the same frequency despite a change in phenology","Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-1.21438983527918,-0.515142477920408,0
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Microstegium",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Microstegium",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Microstegium",2,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-1.08364334227082,0.79049810961295,0
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Microstegium",1,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-1.21438983527918,-1.82078306545377,0
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Microstegium",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Microstegium",10,"More frequently due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,1
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Microstegium",12,"More frequently due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.22382158781276,0.79049810961295,1
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Microstegium",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Elaeagnus",25,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.92352599692142,0.79049810961295,0
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Elaeagnus",12,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.22382158781276,0.79049810961295,1
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Elaeagnus",1,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-1.21438983527918,0.79049810961295,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Elaeagnus",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Elaeagnus",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_6b7y38YC6VhzhAZ","New Jersey"," Other (please specify)","Elaeagnus",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Elaeagnus",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Elaeagnus",NA,"At the same frequency despite a change in phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.79049810961295,0
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Elaeagnus",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Elaeagnus",6,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.560657370237391,0.79049810961295,0
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Elaeagnus",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Elaeagnus",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Elaeagnus",1,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-1.21438983527918,-1.82078306545377,0
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Elaeagnus",2,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-1.08364334227082,0.79049810961295,0
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Elaeagnus",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Elaeagnus",12,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.22382158781276,0.79049810961295,0
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Elaeagnus",15,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.616061066837835,0.79049810961295,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Elaeagnus",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.168417891212316,0.79049810961295,0
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Berberis",25,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.92352599692142,0.79049810961295,0
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Berberis",8,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.299164384220674,0.79049810961295,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Berberis",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Berberis",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Berberis",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Berberis",NA,"At the same frequency despite a change in phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.79049810961295,0
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Berberis",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Berberis",6,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.560657370237391,0.79049810961295,0
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Berberis",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Berberis",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Berberis",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Berberis",4,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.822150356254108,0.79049810961295,0
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Berberis",1,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-1.21438983527918,-1.82078306545377,0
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Berberis",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Berberis",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Berberis",12,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.22382158781276,0.79049810961295,0
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Berberis",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Berberis",12,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.22382158781276,0.79049810961295,0
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Berberis",15,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.616061066837835,0.79049810961295,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Berberis",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.168417891212316,0.79049810961295,0
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Vinetoxicum",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_3rk1Kc6ds2b1R97","New York","Network of sites within one state/province","Vinetoxicum",13,"Less frequently due to changing phenology","Invasive plant management ","2 to 5 years","State Government",2026,2,1,1,0.354568080821118,-1.82078306545377,1
"R_3DHks2vVgdNJOBn","Michigan","Network of sites within one state/province","Vinetoxicum",5,"More frequently due to changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-0.691403863245749,-1.82078306545377,1
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Vinetoxicum",10,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0376713982039572,0.79049810961295,1
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Vinetoxicum",15,"More frequently due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,0.616061066837835,0.79049810961295,1
"R_5GB0QBBYaO426fP","Maine","Single site","Vinetoxicum",12,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,0.22382158781276,0.79049810961295,0
"R_7ZUfZ0EoHO82Ct3","Rhode Island","Network of sites within one state/province","Vinetoxicum",2,"More frequently due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-1.08364334227082,-0.515142477920408,1
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Vinetoxicum",10,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0376713982039572,0.79049810961295,1
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Vinetoxicum",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Vinetoxicum",5,"At the same frequency despite a change in phenology","Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Vinetoxicum",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Vinetoxicum",3,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.952896849262466,0.79049810961295,1
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Vinetoxicum",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.168417891212316,0.79049810961295,0
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Rhamnus",25,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.92352599692142,0.79049810961295,0
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Rhamnus",15,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.616061066837835,0.79049810961295,1
